German317,GERM317,
German331,GERM331,"One of German 30 or 30-3Y, 204, 223, 302, or 303."
German333,GERM333, German 331.
German349,GERM349,"Consent of the School of Languages, Linguistics, Literatures and Cultures."
German353,GERM353,German 333.
German357,GERM357,
German359,GERM359,
German369,GERM369,German 333. 
German413,GERM413,German 333.
German415,GERM415,German 333.
German451,GERM451,
German467,GERM467,German 353.
German469,GERM469," Consent of the School of Languages, Linguistics, Literatures and Cultures."
German497,GERM497,"Consent of the School of Languages, Linguistics, Literatures and Cultures."
German501,GERM501,German 413 or 415.
German503,GERM503,German 501.
German551,GERM551," Consent of the School of Languages, Linguistics, Literatures and Cultures."
German561,GERM561,German 469.
German591,GERM591," Consent of the School of Languages, Linguistics, Literatures and Cultures."
German627,GERM627,
German629,GERM629,
German631,GERM631,
German696,GERM696,
German699,GERM699,
course_name,course_code,prerequisites
Greek201,GREK201,
Greek203,GREK203,Greek 201.
Greek301,GREK301,Greek 203.
Greek303,GREK303,Greek 301.
Greek401,GREK401,Greek 303.
Greek403,GREK403,Greek 303.
Greek551,GREK551,Consent of the Department.
Greek601,GREK601,
Greek602,GREK602,"Greek 602.01 must be taken before Greek 602.02.
   "
Greek604,GREK604,
Greek607,GREK607,
course_name,course_code,prerequisites
Greek and Roman Studies205,GRST205,
Greek and Roman Studies209,GRST209,
Greek and Roman Studies211,GRST211,
Greek and Roman Studies305,GRST305,"One of Greek and Roman Studies 205, 209, Religious Studies 201, 205, or 273."
Greek and Roman Studies306,GRST306,"One of Greek and Roman Studies 205, 209, Religious Studies 201, 205, or 273."
Greek and Roman Studies309,GRST309,
Greek and Roman Studies311,GRST311,
Greek and Roman Studies313,GRST313,
Greek and Roman Studies315,GRST315,
Greek and Roman Studies317,GRST317,
Greek and Roman Studies321,GRST321,
Greek and Roman Studies323,GRST323,
Greek and Roman Studies325,GRST325,
Greek and Roman Studies327,GRST327,
Greek and Roman Studies335,GRST335,
Greek and Roman Studies337,GRST337,
Greek and Roman Studies339,GRST339,
Greek and Roman Studies341,GRST341,
Greek and Roman Studies345,GRST345,
Greek and Roman Studies347,GRST347,
Greek and Roman Studies355,GRST355,
Greek and Roman Studies357,GRST357,
Greek and Roman Studies413,GRST413,
Greek and Roman Studies415,GRST415,
Greek and Roman Studies417,GRST417,
Greek and Roman Studies419,GRST419,
Greek and Roman Studies421,GRST421,
Greek and Roman Studies423,GRST423,
Greek and Roman Studies425,GRST425,
Greek and Roman Studies431,GRST431,Greek and Roman Studies 209.
Greek and Roman Studies433,GRST433,
Greek and Roman Studies445,GRST445,
Greek and Roman Studies447,GRST447,
Greek and Roman Studies455,GRST455,
Greek and Roman Studies457,GRST457,
Greek and Roman Studies459,GRST459,
Greek and Roman Studies483,GRST483,Consent of the Department.
Greek and Roman Studies491,GRST491,Consent of the Department.
Greek and Roman Studies494,GRST494,Consent of the Department.
Greek and Roman Studies499,GRST499,
Greek and Roman Studies501,GRST501,Admission to one of Greek and Roman Studies or Ancient and Medieval History majors and completion of 90 units and consent of the Department.
Greek and Roman Studies504,GRST504,Admission to the Honours programs in Greek and Roman Studies or Ancient and Medieval History and completion of 90 units and consent of the Department.
Greek and Roman Studies525,GRST525,
Greek and Roman Studies551,GRST551,Consent of the Department.
Greek and Roman Studies601,GRST601,
Greek and Roman Studies603,GRST603,
Greek and Roman Studies651,GRST651,Consent of the Department.
course_name,course_code,prerequisites
Health and Society201,HSOC201,
Health and Society301,HSOC301, Health and Society 201 or consent of the Department.
Health and Society311,HSOC311, Health and Society 201 or consent of the Department.
Health and Society401,HSOC401, Health and Society 201 and third year or higher in the BHSc Honours or Health and Society minor program or consent of the Department.  
Health and Society403,HSOC403,Health and Society 301.
Health and Society408,HSOC408, Medical Science 308 and admission to the BHSc Honours program.
Health and Society591,HSOC591, Health and Society 401 and registration in the BHSc Honours Health and Society major.
course_name,course_code,prerequisites
History200,HTST200,
History201,HTST201,
History202,HTST202,
History203,HTST203,
History204,HTST204,
History209,HTST209,
History211,HTST211,
History213,HTST213,
History300,HTST300,"3 units in courses labelled History, excluding History 200."
History303,HTST303,
History305,HTST305,
History307,HTST307,
History308,HTST308,
History317,HTST317,
History319,HTST319,
History321,HTST321,
History326,HTST326,
History327,HTST327,
History332,HTST332,
History333,HTST333,
History337,HTST337,
History338,HTST338,
History340,HTST340,
History341,HTST341,
History345,HTST345,
History347,HTST347,
History349,HTST349,
History351,HTST351,
History354,HTST354,
History357,HTST357,
History359,HTST359,
History361,HTST361,
History365,HTST365,
History367,HTST367,
History372,HTST372,
History376,HTST376,
History381,HTST381,
History383,HTST383,
History395,HTST395,
History397,HTST397,
History398,HTST398,
History402,HTST402,
History404,HTST404,
History406,HTST406,
History408,HTST408,
History410,HTST410,Consent of the Department.
History412,HTST412, One 300 level History course or Russian 317.
History413,HTST413,
History422,HTST422,
History425,HTST425,
History426,HTST426,
History427,HTST427,
History431,HTST431,
History435,HTST435,
History436,HTST436,
History437,HTST437,
History439,HTST439,
History442,HTST442,
History443,HTST443,
History447,HTST447,
History450,HTST450,
History458,HTST458,
History460,HTST460,
History461,HTST461,
History462,HTST462,
History463,HTST463,
History464,HTST464,
History467,HTST467,
History471,HTST471,
History472,HTST472,
History473,HTST473,
History476,HTST476,
History483,HTST483,
History485,HTST485,
History486,HTST486,
History487,HTST487,
History488,HTST488,
History489,HTST489,
History490,HTST490,
History491,HTST491,
History493,HTST493,
History494,HTST494,
History495,HTST495,
History496,HTST496,
History510,HTST510,"History 300 and admission to Honours degree program.
    "
History511,HTST511,"History 300 and one of 326, 327 or 426. "
History514,HTST514,
History517,HTST517,History 300.
History518,HTST518,History 300. 
History520,HTST520,History 300.
History521,HTST521,History 300. 
History523,HTST523,History 300. 
History526,HTST526,History 300.
History528,HTST528,History 300 and 349 or 431.
History529,HTST529,History 300.
History530,HTST530,History 300.
History535,HTST535,"History 300 and one course in Canadian History.
   "
History537,HTST537,History 300.
History539,HTST539,History 300.
History540,HTST540,History 300.
History541,HTST541,History 300.
History544,HTST544,History 300.
History545,HTST545,"History 300 and one of 483, 485, 489, 491.01, 491.02.
  "
History547,HTST547,"History 300 and one of 349, 379, 381, 383, 431, 471, 481, 483, 485, 489, 491."
History551,HTST551,History 300.
History565,HTST565,History 300 and one of 343 or 438. 
History569,HTST569,History 300. 
History573,HTST573,History 300. 
History591,HTST591,
History593,HTST593,History 300 and consent of the Department.
History597,HTST597,History 300. 
History598,HTST598,History 300 and consent of the Department.  
History601,HTST601,History 300 and consent of the Department. 
History603,HTST603,
History607,HTST607,
History623,HTST623,
History633,HTST633,
History637,HTST637,
History639,HTST639,
History641,HTST641,
History645,HTST645,
History647,HTST647,
History651,HTST651,
History653,HTST653,
History655,HTST655,
History673,HTST673,
History675,HTST675,
History690,HTST690,
History691,HTST691,
History791,HTST791,
History795,HTST795,
course_name,course_code,prerequisites
course_name,course_code,prerequisites
Indigenous Studies201,INDG201,
Indigenous Studies303,INDG303,
Indigenous Studies305,INDG305,"One of Social Work 201, Indigenous Studies 203, Social Work 203, Indigenous Studies 303, Social Work 553.30, Social Work 553.33 or admission to the BSW Post-Diploma."
Indigenous Studies312,INDG312,"One of Indigenous Studies 217, 303 or 317."
Indigenous Studies317,INDG317,
Indigenous Studies343,INDG343,
Indigenous Studies395,INDG395,
Indigenous Studies397,INDG397,
Indigenous Studies399,INDG399,
Indigenous Studies400,INDG400,
Indigenous Studies407,INDG407,"6 units from Indigenous Studies 303, 305, 399."
Indigenous Studies415,INDG415,"Indigenous Studies 201 and an additional 3 units from the Core Courses in the Field of International Indigenous Studies (Anthropology 210, English 376, History 345, 443, Indigenous Studies 303, 305, 407, 415, Indigenous Languages 301, Political Science 345, Sociology 307)."
Indigenous Studies492,INDG492,"Psychology 200, 201, and admission to the International Indigenous Studies major."
Indigenous Studies502,INDG502,"60 units, including 3 units in courses labelled Indigenous Studies at the 300 level or above."
Indigenous Studies503,INDG503,"60 units, including 3 units in courses labelled Indigenous Studies at the 300 level."
course_name,course_code,prerequisites
Information Security601,ISEC601,"Admission to the Graduate Certificate in Network Security.
    "
Information Security603,ISEC603,"Admission to the Graduate Certificate in Network Security.
    "
Information Security605,ISEC605,Admission to the Graduate Certificate in Software Security.
Information Security621,ISEC621,Admission to the Graduate Certificate in Network Security.
Information Security623,ISEC623,Admission to the Graduate Certificate in Software Security.
Information Security625,ISEC625,Admission to the Graduate Certificate in Software Security.
Information Security641,ISEC641,Admission to the Graduate Certificate in Network Security or the Graduate Certificate in Software Security.
Information Security643,ISEC643,Admission to the Graduate Certificate in Network Security or the Graduate Certificate in Software Security.
Information Security645,ISEC645,Admission to the Graduate Certificate in Network Security or the Graduate Certificate in Software Security.
course_name,course_code,prerequisites
Innovation321,INNO321,
Innovation323,INNO323,
course_name,course_code,prerequisites
International Foundations Program150,IFPX150,Admission to IFP Bridging Qatar campus.
International Foundations Program153,IFPX153,Admission to IFP Bridging Qatar campus.
International Foundations Program157,IFPX157,Admission to IFP Bridging Qatar campus.
International Foundations Program160,IFPX160,"International Foundations Program 150, 153, and 157 or admission to IFP Bridging Qatar campus."
International Foundations Program163,IFPX163,"International Foundations Program 150, 153, and 157 or admission to IFP Bridging Qatar campus."
International Foundations Program167,IFPX167,"International Foundations Program 150, 153, and 157 or admission to IFP Bridging Qatar campus."
International Foundations Program230,IFPX230,Admission to IFP Pathways with Haskayne School of Business. 
International Foundations Program235,IFPX235,Admission to IFP Pathways with Haskayne School of Business. 
International Foundations Program236,IFPX236,International Foundations Program 230.
International Foundations Program237,IFPX237,International Foundations Program 235.
International Foundations Program240,IFPX240,Admission to IFP Pathways with the Faculty of Science. 
International Foundations Program242,IFPX242,Admission to IFP Pathways with the Faculty of Science. 
International Foundations Program246,IFPX246,International Foundations Program 240. 
International Foundations Program248,IFPX248,Admission to IFP Pathways with the Faculty of Science. 
International Foundations Program250,IFPX250,Admission to IFP Pathways with Schulich School of Engineering.
International Foundations Program257,IFPX257,Admission to IFP Pathways with Schulich School of Engineering.
International Foundations Program270,IFPX270,International Foundations Program 160 or program placement.
International Foundations Program273,IFPX273,International Foundations Program 163 or program placement.
International Foundations Program277,IFPX277,International Foundations Program 167 or program placement.
International Foundations Program280,IFPX280,International Foundations Program 270 or program placement.
International Foundations Program283,IFPX283,International Foundations Program 273 or program placement.
International Foundations Program287,IFPX287,International Foundations Program 277 or program placement.
International Foundations Program290,IFPX290,International Foundations Program 280 or program placement.
International Foundations Program293,IFPX293,International Foundations Program 283 or program placement.
International Foundations Program297,IFPX297,International Foundations Program 287 or program placement.
International Foundations Program332,IFPX332,International Foundations Program 236 and 237.
International Foundations Program334,IFPX334,International Foundations Program 332. 
International Foundations Program340,IFPX340,International Foundations Program 246. 
International Foundations Program342,IFPX342,International Foundations Program 242. 
International Foundations Program346,IFPX346,International Foundations Program 340. 
International Foundations Program350,IFPX350,International Foundations Program 250.
International Foundations Program357,IFPX357,International Foundations Program 257.
International Foundations Program451,IFPX451,Consent of the Department.
International Foundations Program455,IFPX455,Consent of the Department.
International Foundations Program459,IFPX459,"Consent of the Department.
         "
International Foundations Program559,IFPX559,"Consent of the Department.
       "
International Foundations Program651,IFPX651,"Admission to IFP Pathways Master of Engineering program, or consent of the program.
     "
International Foundations Program655,IFPX655,"Admission to IFP Pathways Master of Engineering program, or consent of the program.
     "
course_name,course_code,prerequisites
International Foundations Program Business201,IFPB201,Admission to IFP Pathways with Haskayne School of Business.
International Foundations Program Business203,IFPB203,Admission to IFP Pathways with Haskayne School of Business.
International Foundations Program Business213,IFPB213,Admission to IFP Pathways with Haskayne School of Business.
International Foundations Program Business217,IFPB217,Admission to IFP Pathways with Haskayne School of Business.
International Foundations Program Business227,IFPB227,Admission to IFP Pathways with Haskayne School of Business.
International Foundations Program Business231,IFPB231,Admission to IFP Pathways with Haskayne School of Business.
course_name,course_code,prerequisites
International Foundations Program Engineering200,IFPE200,Admission to IFP Pathways with Schulich School of Engineering. 
International Foundations Program Engineering201,IFPE201,Admission to IFP Pathways with Schulich School of Engineering.   
International Foundations Program Engineering202,IFPE202,Admission to IFP Pathways with Schulich School of Engineering. 
International Foundations Program Engineering209,IFPE209,Admission to IFP Pathways with Schulich School of Engineering. 
International Foundations Program Engineering211,IFPE211,Admission to IFP Pathways with Schulich School of Engineering. 
International Foundations Program Engineering225,IFPE225,Admission to IFP Pathways with Schulich School of Engineering. 
International Foundations Program Engineering233,IFPE233,Admission to IFP Pathways with Schulich School of Engineering.   
International Foundations Program Engineering259,IFPE259,Admission to IFP Pathways with Schulich School of Engineering. 
International Foundations Program Engineering275,IFPE275,Admission to IFP Pathways with Schulich School of Engineering. 
International Foundations Program Engineering277,IFPE277,Admission to IFP Pathways with Schulich School of Engineering. 
International Foundations Program Engineering621,IFPE621,"Admission to IFP Pathways in the Master of Engineering program, or consent of the program.
    "
International Foundations Program Engineering682,IFPE682,"Admission to IFP Pathways in the Master of Engineering program, or consent of the program.
     "
International Foundations Program Engineering683,IFPE683,"Admission to IFP Pathways in the Master of Engineering program, or consent of the program.
   "
International Foundations Program Engineering684,IFPE684,"Admission to IFP Pathways in the Master of Engineering program, or consent of the program.
   "
course_name,course_code,prerequisites
International Relations301,INTR301,Admission to the International Relations program.
International Relations501,INTR501,"International Relations 301 and third- or fourth-year, admission to the International Relations program and completion of at least 60 units."
International Relations597,INTR597,"Admission to the International Relations program, completion of at least 60 units, and consent of the Program Co-ordinator. "
course_name,course_code,prerequisites
Internship503,INTE503,
Internship513,INTE513,
Internship591,INTE591,"Admission to BFA Drama, 90 units and consent of the Division Chair, Drama.  "
Internship601,INTE601,"Consent of the Faculty of Graduate Studies.
    "
Internship602,INTE602,Consent of the Faculty of Graduate Studies.
Internship603,INTE603,Consent of the Faculty of Graduate Studies.  
Internship604,INTE604,Consent of the Faculty of Graduate Studies.  
course_name,course_code,prerequisites
Interprofessional Health Education501,IPHE501,"One of Community Rehabilitation 209, 435, Kinesiology 355, Nursing 303, 305, Psychology 203, 205, Social Work 300, 302, 304, 306, 363 or consent of the instructor(s)."
Interprofessional Health Education503,IPHE503,"One of Community Rehabilitation 209, 435, Kinesiology 355, Nursing 303, 305, Psychology 203, 205, Social Work 300, 302, 304, 306, 363 or consent of the instructor(s)."
Interprofessional Health Education598,IPHE598,Consent of the Faculty.
Interprofessional Health Education601,IPHE601,Consent of the instructor(s).
Interprofessional Health Education603,IPHE603,Consent of the instructor(s).
Interprofessional Health Education605,IPHE605,Consent of the instructor(s).
Interprofessional Health Education607,IPHE607,Consent of the instructor(s).
Interprofessional Health Education609,IPHE609,Consent of the instructor(s).
Interprofessional Health Education611,IPHE611,Consent of the instructor(s).
course_name,course_code,prerequisites
Italian201,ITAL201,
Italian203,ITAL203," Italian 30, Italian 201 or equivalent."
Italian301,ITAL301, Italian 203.
Italian303,ITAL303, Italian 301.
Italian305,ITAL305, Italian 301.
Italian307,ITAL307, Italian 301.
Italian309,ITAL309, Italian 203.
Italian317,ITAL317,
Italian401,ITAL401, Italian 303 and 3 units of Italian at the senior level.
Italian403,ITAL403,Italian 303 and 3 units of Italian at the senior level.
Italian405,ITAL405, Italian 303 and 3 units of Italian at the senior level.
Italian407,ITAL407, Italian 303 and 3 units of Italian at the senior level.
Italian409,ITAL409, Italian 303 and 3 units at the senior level.
Italian499,ITAL499, Italian 303 and 3 units at the senior level.
Italian501,ITAL501,Italian 303 and 3 units at the senior level and consent of the instructor.
Italian502,ITAL502,Italian 303 and 3 units at the senior level.
Italian597,ITAL597,"Consent of the School of Languages, Linguistics, Literatures and Cultures."
Italian599,ITAL599,Italian 303 and 3 units at the senior level.
course_name,course_code,prerequisites
Japanese201,JPNS201,
Japanese205,JPNS205,
Japanese207,JPNS207,Japanese 30 or Japanese 205.
Japanese301,JPNS301,Japanese 207.
Japanese303,JPNS303,Japanese 301.
Japanese309,JPNS309,"Consent of the School of Languages, Linguistics, Literatures and Cultures."
Japanese311,JPNS311,"Japanese 207 and consent of the School of Languages, Linguistics, Literatures and Cultures."
Japanese313,JPNS313,"Consent of the School of Languages, Linguistics, Literatures and Cultures."
Japanese317,JPNS317,
Japanese323,JPNS323,
Japanese325,JPNS325,
Japanese327,JPNS327,
Japanese331,JPNS331,Japanese 303.
Japanese333,JPNS333,Japanese 331.
Japanese341,JPNS341,Japanese 303.
Japanese441,JPNS441,Japanese 331.
Japanese451,JPNS451,Japanese 331.
Japanese461,JPNS461,Japanese 303 or higher (excluding Japanese 317).
Japanese471,JPNS471,Japanese 331.
course_name,course_code,prerequisites
Kinesiology201,KNES201,Biology 30.
Kinesiology203,KNES203,Biology 30 and Chemistry 30.
Kinesiology213,KNES213,"Biology 30, Chemistry 30, and Mathematics 30-1."
Kinesiology237,KNES237,Kinesiology 259.
Kinesiology244,KNES244,
Kinesiology251,KNES251,Biology 30.
Kinesiology253,KNES253,
Kinesiology259,KNES259,"Biology 30, Chemistry 30, and Mathematics 30-1 or 30-2. "
Kinesiology260,KNES260,Kinesiology 259.
Kinesiology263,KNES263, Kinesiology 259.
Kinesiology303,KNES303,
Kinesiology311,KNES311,Admission to the Faculty of Kinesiology.
Kinesiology321,KNES321,Kinesiology 201 and admission to the Leadership in Pedagogy and Coaching major.
Kinesiology323,KNES323,Kinesiology 260 and admission to the Faculty of Kinesiology.
Kinesiology330,KNES330, Kinesiology 260 or Zoology 269.
Kinesiology331,KNES331,Kinesiology 201.
Kinesiology335,KNES335, Kinesiology 203.
Kinesiology339,KNES339,Kinesiology 201.
Kinesiology343,KNES343,"One of Kinesiology 244, 245 or 303.44."
Kinesiology344,KNES344,"One of Kinesiology 244, 245 or 303.44 and admission to the Faculty of Kinesiology."
Kinesiology351,KNES351, Kinesiology 251 and 260.
Kinesiology355,KNES355,Kinesiology 260.
Kinesiology363,KNES363, Kinesiology 263 and Statistics 205 or 213.
Kinesiology365,KNES365,Kinesiology 251 and 260.
Kinesiology367,KNES367, Kinesiology 260.
Kinesiology369,KNES369,
Kinesiology371,KNES371, Kinesiology 260 and admission to the Faculty of Kinesiology.
Kinesiology372,KNES372,Kinesiology 260 and admission to the Faculty of Kinesiology. 
Kinesiology373,KNES373,"Kinesiology 203, 213, 323 and admission to the Faculty of Kinesiology."
Kinesiology375,KNES375, Kinesiology 203 and 213 and admission to the Faculty of Kinesiology.
Kinesiology377,KNES377,Kinesiology 371 or 372.
Kinesiology381,KNES381,
Kinesiology391,KNES391, Kinesiology 321 and admission to the Leadership in Pedagogy and Coaching program.
Kinesiology393,KNES393, Kinesiology 213 and 263 and admission to the Faculty of Kinesiology.
Kinesiology395,KNES395, Kinesiology 393.
Kinesiology397,KNES397, Kinesiology 253.
Kinesiology399,KNES399, Kinesiology 253.
Kinesiology403,KNES403, Kinesiology 321 and admission to the Leadership in Pedagogy and Coaching program.
Kinesiology413,KNES413,Kinesiology 397 or 399.
Kinesiology420,KNES420,84 units and consent of the Faculty.
Kinesiology431,KNES431, Kinesiology 331 and admission to the Leadership in Pedagogy and Coaching program.
Kinesiology433,KNES433, Kinesiology 323.
Kinesiology435,KNES435,Kinesiology 331 and consent of the Faculty.
Kinesiology437,KNES437,Kinesiology 237 and 373.
Kinesiology441,KNES441,"60 units, admission to and consent of the Faculty of Kinesiology."
Kinesiology443,KNES443, Kinesiology 441 and consent of the Faculty.
Kinesiology444,KNES444,Kinesiology 344.
Kinesiology445,KNES445, Kinesiology 443 and consent of the Faculty.
Kinesiology451,KNES451,Kinesiology 351.
Kinesiology460,KNES460,"Kinesiology 260, admission to and consent of the Faculty of Kinesiology."
Kinesiology463,KNES463, Kinesiology 363 and admission to the Faculty of Kinesiology.
Kinesiology465,KNES465,
Kinesiology466,KNES466,Kinesiology 363 and 393 and admission to the Biomechanics major.
Kinesiology469,KNES469, Kinesiology 323 and one of 371 or 372.
Kinesiology475,KNES475,Kinesiology 373.
Kinesiology479,KNES479, Kinesiology 373 and consent of the Faculty.
Kinesiology485,KNES485, Kinesiology 373.
Kinesiology487,KNES487,
Kinesiology490,KNES490,"Statistics 205 or 213, admission to the Kinesiology Honours program and consent of the Faculty."
Kinesiology491,KNES491,Kinesiology 391 and admission to the Leadership in Pedagogy and Coaching program and consent of Pedagogy Co-ordinator.
Kinesiology493,KNES493, Kinesiology 433 and 373.
Kinesiology495,KNES495, Kinesiology 355 and 373.
Kinesiology497,KNES497,Kinesiology 397.
Kinesiology499,KNES499,Kinesiology 399. 
Kinesiology503,KNES503,Admission to and consent of the Faculty of Kinesiology.
Kinesiology504,KNES504,Admission to and consent of the Faculty of Kinesiology.
Kinesiology569,KNES569,Kinesiology 367 or admission to the BCR program.
Kinesiology593,KNES593,Admission to and consent of the Faculty of Kinesiology.
Kinesiology603,KNES603,"Admission to a Graduate Program in Kinesiology.
  "
Kinesiology604,KNES604,Admission to and consent of the Kinesiology graduate program.
Kinesiology605,KNES605,Admission to a Graduate Program in Kinesiology.
Kinesiology606,KNES606,Admission to a Graduate Program in Kinesiology.
Kinesiology609,KNES609,Admission to a Graduate Program in Kinesiology.
Kinesiology610,KNES610,Admission to a Graduate Program in Kinesiology.
Kinesiology611,KNES611,Admission to a Graduate Program in Kinesiology.
Kinesiology615,KNES615,Admission to a Graduate Program in Kinesiology.
Kinesiology617,KNES617,Admission to a Graduate Program in Kinesiology.
Kinesiology637,KNES637,Admission to a Graduate Program in Kinesiology.
Kinesiology663,KNES663,Admission to a Graduate Program in Kinesiology.
Kinesiology664,KNES664,"Admission to a Graduate Program in Kinesiology.
  "
Kinesiology673,KNES673, Kinesiology 373 and admission to a Graduate Program in Kinesiology.
Kinesiology691,KNES691,Admission to a Graduate Program in Kinesiology.
Kinesiology692,KNES692,Admission to a Graduate Program in Kinesiology. 
Kinesiology697,KNES697,Admission to a Graduate Program in Kinesiology.
Kinesiology703,KNES703,Admission to a Graduate Program in Kinesiology.
Kinesiology704,KNES704,Admission to a Graduate program in the Faculty of Kinesiology and consent of the Faculty.
Kinesiology715,KNES715,Admission to a Graduate Program in Kinesiology.
Kinesiology717,KNES717,Admission to a Graduate Program in Kinesiology.
Kinesiology773,KNES773, Kinesiology 673 and admission to a Graduate Program in Kinesiology.
Kinesiology775,KNES775, Kinesiology 773 and admission to a Graduate Program in Kinesiology.
Kinesiology785,KNES785, Kinesiology 773 and admission to a Graduate Program in Kinesiology.
course_name,course_code,prerequisites
Language200,LANG200,
Language300,LANG300,"Consent of the School of Languages, Linguistics, Literatures and Cultures."
Language400,LANG400,Language 300.
Language451,LANG451,"Consent of the School of Languages, Linguistics, Literatures and Cultures."
Language500,LANG500,"Consent of the School of Languages, Linguistics, Literatures and Cultures."
Language599,LANG599,"Consent of the School of Languages, Linguistics, Literatures and Cultures."
Language605,LANG605,"Consent of the School of Languages, Linguistics, Literatures and Cultures."
Language615,LANG615,"Consent of the School of Languages, Linguistics, Literatures and Cultures."
Language625,LANG625,"Consent of the School of Languages, Linguistics, Literatures and Cultures."
Language699,LANG699,"Consent of the School of Languages, Linguistics, Literatures and Cultures."
course_name,course_code,prerequisites
Latin201,LATI201,
Latin203,LATI203,Latin 201 or 205.
Latin205,LATI205,
Latin207,LATI207,Latin 205 or 201.
Latin301,LATI301,Latin 203 or 207.
Latin303,LATI303,Latin 301.
Latin401,LATI401,Latin 303.
Latin403,LATI403,Latin 303.
Latin551,LATI551,Consent of the Department.
Latin601,LATI601,
Latin602,LATI602,
Latin604,LATI604,
Latin607,LATI607,
course_name,course_code,prerequisites
Latin American Studies211,LAST211,
Latin American Studies301,LAST301,Consent of the Program Co-ordinator.
Latin American Studies303,LAST303,Consent of the Program Co-ordinator.
Latin American Studies311,LAST311,
Latin American Studies401,LAST401,"Latin American Studies 201 or 211; and 203 or 311, and 48 units."
Latin American Studies501,LAST501,48 units and consent of the Program Co-ordinator.
course_name,course_code,prerequisites
Law400,LAW400,
Law402,LAW402,
Law403,LAW403,
Law404,LAW404,
Law406,LAW406,
Law407,LAW407,
Law408,LAW408,
Law410,LAW410,
Law503,LAW503,
Law505,LAW505,
Law507,LAW507,
Law508,LAW508,
Law509,LAW509,
Law510,LAW510,
Law511,LAW511,
Law515,LAW515,
Law519,LAW519,
Law521,LAW521,
Law525,LAW525,
Law527,LAW527,
Law529,LAW529,
Law530,LAW530,
Law531,LAW531,
Law533,LAW533,
Law535,LAW535,
Law536,LAW536,
Law537,LAW537,
Law543,LAW543,
Law547,LAW547,
Law549,LAW549,
Law551,LAW551,
Law553,LAW553,
Law557,LAW557,
Law559,LAW559,
Law561,LAW561,
Law563,LAW563,
Law565,LAW565,
Law567,LAW567,
Law569,LAW569,
Law571,LAW571,
Law573,LAW573,
Law575,LAW575,
Law577,LAW577,
Law579,LAW579,
Law581,LAW581,
Law583,LAW583,
Law585,LAW585,Consent of the Faculty.
Law587,LAW587,Consent of the Faculty.
Law589,LAW589,Consent of the Faculty.
Law591,LAW591,Consent of the Faculty.
Law593,LAW593,
Law594,LAW594,
Law595,LAW595,
Law596,LAW596,
Law597,LAW597,
Law598,LAW598,
Law599,LAW599,
Law601,LAW601,
Law602,LAW602,
Law605,LAW605,
Law607,LAW607,
Law612,LAW612,
Law613,LAW613,
Law615,LAW615,
Law617,LAW617,
Law618,LAW618,
Law619,LAW619,
Law621,LAW621,
Law623,LAW623,
Law624,LAW624,
Law625,LAW625,
Law626,LAW626,
Law627,LAW627,
Law628,LAW628,
Law630,LAW630,
Law631,LAW631,
Law634,LAW634,
Law636,LAW636,
Law637,LAW637,
Law641,LAW641,
Law645,LAW645,
Law647,LAW647,
Law648,LAW648,
Law650,LAW650,
Law653,LAW653,Consent of the Faculty.
Law656,LAW656,
Law663,LAW663,
Law667,LAW667,Law 400.
Law673,LAW673,Consent of the Faculty.
Law674,LAW674,
Law677,LAW677,Consent of the Faculty.
Law678,LAW678,Consent of the Faculty.
Law683,LAW683,
Law685,LAW685,
Law686,LAW686,
Law687,LAW687,
Law688,LAW688,
Law689,LAW689,
Law690,LAW690,Consent of the Faculty.
Law691,LAW691,
Law692,LAW692,
Law693,LAW693,
Law694,LAW694,
Law695,LAW695,Consent of the Faculty.
Law696,LAW696,Consent of the Faculty.
Law697,LAW697,
Law698,LAW698,
Law699,LAW699,
Law703,LAW703,"Admission to the LLM program or consent of the Graduate Director.
  "
Law705,LAW705,Admission to the LLM program or consent of the Graduate Director.
Law706,LAW706,Admission to the LLM program or consent of the Graduate Director.
course_name,course_code,prerequisites
Law and Society201,LWSO201,
Law and Society203,LWSO203,
Law and Society313,LWSO313,Law and Society 201.
Law and Society335,LWSO335,
Law and Society337,LWSO337,Law and Society 201.
Law and Society401,LWSO401,
Law and Society413,LWSO413,"Law and Society 201, 60 units and admission to the Law and Society program."
Law and Society415,LWSO415,"Law and Society 413, 60 units and admission to the Law and Society program."
Law and Society425,LWSO425,48 units.
Law and Society501,LWSO501,Consent of the Department.
Law and Society590,LWSO590,3 units from the list of Research Methods Courses within Courses Constituting the Field of Law and Society; admission to the Law and Society Honours program; and consent of the Department.
Law and Society591,LWSO591,"Law and Society 413 and 415, 90 units and admission to the Law and Society major."
course_name,course_code,prerequisites
Linguistics201,LING201,
Linguistics202,LING202,Linguistics 201. 
Linguistics221,LING221,
Linguistics223,LING223,
Linguistics225,LING225,
Linguistics227,LING227,
Linguistics301,LING301, Linguistics 201.
Linguistics303,LING303, Linguistics 201.
Linguistics309,LING309,
Linguistics316,LING316,Linguistics 201.
Linguistics319,LING319, Linguistics 201.
Linguistics337,LING337,Linguistics 201.
Linguistics341,LING341, Linguistics 201.
Linguistics349,LING349, Linguistics 201.
Linguistics353,LING353, Linguistics 201.
Linguistics373,LING373, Linguistics 201.
Linguistics377,LING377, Linguistics 201.
Linguistics381,LING381, Linguistics 201.
Linguistics401,LING401, Linguistics 301.
Linguistics403,LING403, Linguistics 303.
Linguistics407,LING407,
